loan_status,Principal,age,education_Bechalor,education_High School or Below,education_Master or Above,education_college,Gender_female,Gender_male,terms_7,terms_15,terms_30
0,1000,35,0,1,0,0,0,1,0,0,1
0,800,30,0,1,0,0,0,1,0,1,0
0,1000,27,0,1,0,0,0,1,0,0,1
0,1000,31,0,1,0,0,1,0,0,0,1
0,1000,33,1,0,0,0,0,1,0,0,1
0,1000,34,0,1,0,0,0,1,0,1,0
0,800,28,0,0,0,1,0,1,0,1,0
0,800,42,0,0,0,1,0,1,0,1,0
0,1000,32,0,0,0,1,0,1,0,0,1
0,1000,30,0,1,0,0,0,1,0,0,1
0,1000,25,0,1,0,0,1,0,0,1,0
0,1000,27,0,1,0,0,1,0,0,0,1
0,800,21,0,0,0,1,0,1,0,1,0
0,1000,24,0,0,0,1,0,1,0,0,1
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,40,0,0,0,1,0,1,0,1,0
0,1000,29,0,1,0,0,0,1,0,0,1
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,30,0,0,0,1,0,1,0,1,0
0,1000,26,0,1,0,0,1,0,0,0,1
0,1000,36,0,1,0,0,0,1,0,1,0
0,800,27,0,0,0,1,0,1,0,1,0
0,1000,20,0,0,0,1,0,1,0,0,1
0,1000,26,1,0,0,0,1,0,1,0,0
0,1000,26,0,0,0,1,0,1,0,0,1
0,1000,27,0,0,0,1,0,1,0,0,1
0,300,23,0,1,0,0,0,1,1,0,0
0,1000,39,0,1,0,0,0,1,0,0,1
0,1000,27,0,1,0,0,0,1,0,1,0
0,1000,30,0,1,0,0,0,1,0,0,1
0,1000,33,0,1,0,0,1,0,0,0,1
0,1000,27,0,1,0,0,0,1,0,0,1
0,1000,35,0,1,0,0,0,1,0,0,1
0,1000,29,0,0,0,1,1,0,0,0,1
0,1000,50,0,1,0,0,0,1,0,1,0
0,800,31,0,1,0,0,1,0,0,1,0
0,1000,31,0,1,0,0,0,1,0,1,0
0,1000,29,0,1,0,0,0,1,0,0,1
0,1000,35,0,0,0,1,0,1,0,1,0
0,1000,39,0,0,0,1,0,1,0,0,1
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,30,0,1,0,0,0,1,0,1,0
0,1000,33,1,0,0,0,0,1,0,0,1
0,1000,26,0,1,0,0,0,1,0,0,1
0,1000,25,0,1,0,0,0,1,0,1,0
0,800,37,1,0,0,0,0,1,0,1,0
0,800,26,0,1,0,0,0,1,0,1,0
0,800,26,0,0,0,1,0,1,0,1,0
0,1000,27,0,0,0,1,0,1,0,1,0
0,1000,34,0,0,0,1,1,0,1,0,0
0,1000,37,0,0,0,1,0,1,0,0,1
0,1000,36,0,1,0,0,0,1,0,0,1
0,800,33,0,1,0,0,0,1,0,1,0
0,1000,30,0,1,0,0,0,1,0,0,1
0,1000,30,0,0,0,1,0,1,0,0,1
0,800,36,0,1,0,0,0,1,0,1,0
0,1000,29,0,0,0,1,0,1,0,1,0
0,1000,36,0,1,0,0,0,1,0,1,0
0,1000,32,0,1,0,0,0,1,0,0,1
0,1000,29,0,1,0,0,1,0,0,1,0
0,800,36,1,0,0,0,0,1,0,1,0
0,800,30,0,1,0,0,1,0,0,1,0
0,1000,31,0,0,0,1,0,1,1,0,0
0,1000,19,0,1,0,0,1,0,0,0,1
0,800,26,0,0,0,1,0,1,0,1,0
0,800,34,0,1,0,0,0,1,0,1,0
0,1000,35,0,1,0,0,0,1,0,0,1
0,1000,35,1,0,0,0,1,0,0,1,0
0,800,38,0,0,0,1,0,1,0,1,0
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,28,0,1,0,0,0,1,0,0,1
0,500,22,0,1,0,0,0,1,1,0,0
0,1000,32,0,0,0,1,0,1,0,0,1
0,1000,31,0,0,0,1,0,1,0,0,1
0,800,28,0,0,0,1,0,1,0,1,0
0,1000,37,0,0,0,1,1,0,0,1,0
0,1000,25,0,0,0,1,0,1,1,0,0
0,1000,19,0,1,0,0,0,1,0,0,1
0,800,51,0,0,0,1,0,1,0,1,0
0,1000,29,0,1,0,0,0,1,0,1,0
0,800,23,0,0,0,1,1,0,0,0,1
0,1000,30,0,1,0,0,0,1,0,1,0
0,800,23,0,0,0,1,0,1,0,1,0
0,1000,34,1,0,0,0,1,0,0,1,0
0,800,31,1,0,0,0,1,0,0,1,0
0,1000,24,0,1,0,0,0,1,0,1,0
0,1000,42,0,1,0,0,0,1,0,0,1
0,800,40,0,0,0,1,1,0,0,0,1
0,1000,29,0,1,0,0,0,1,0,0,1
0,1000,32,0,0,0,1,1,0,0,0,1
0,1000,28,0,0,0,1,0,1,0,0,1
0,1000,35,0,1,0,0,0,1,0,0,1
0,1000,30,1,0,0,0,0,1,0,0,1
0,800,44,0,0,0,1,0,1,0,1,0
0,800,37,0,1,0,0,0,1,0,1,0
0,1000,31,0,0,0,1,0,1,0,0,1
0,800,36,0,0,0,1,0,1,0,1,0
0,800,31,0,0,0,1,0,1,0,0,1
0,800,42,0,1,0,0,0,1,0,1,0
0,1000,28,1,0,0,0,0,1,0,1,0
0,1000,30,0,0,0,1,0,1,0,0,1
0,1000,30,0,1,0,0,0,1,0,0,1
0,1000,24,1,0,0,0,0,1,0,1,0
0,1000,34,1,0,0,0,0,1,0,0,1
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,38,0,1,0,0,1,0,0,0,1
0,1000,34,1,0,0,0,0,1,0,0,1
0,800,28,0,1,0,0,0,1,0,1,0
0,1000,30,0,0,0,1,1,0,0,1,0
0,1000,41,0,1,0,0,0,1,0,0,1
0,1000,29,0,0,0,1,0,1,0,0,1
0,1000,37,0,1,0,0,0,1,0,0,1
0,1000,36,1,0,0,0,0,1,0,0,1
0,1000,30,0,0,0,1,1,0,0,0,1
0,800,27,0,0,0,1,0,1,0,1,0
0,1000,29,0,1,0,0,0,1,0,0,1
0,1000,40,0,1,0,0,0,1,0,0,1
0,1000,28,0,0,0,1,0,1,0,0,1
2,1000,29,0,0,0,1,0,1,0,1,0
2,1000,37,0,1,0,0,0,1,0,0,1
2,1000,33,0,1,0,0,0,1,0,0,1
2,800,27,0,0,0,1,0,1,0,1,0
2,800,24,1,0,0,0,0,1,0,1,0
2,1000,31,0,1,0,0,1,0,0,1,0
2,800,28,0,0,0,1,0,1,0,1,0
2,1000,40,0,1,0,0,0,1,0,0,1
2,1000,33,0,0,0,1,0,1,0,0,1
2,800,41,0,0,0,1,0,1,0,1,0
2,1000,30,0,0,0,1,0,1,0,0,1
2,800,26,0,1,0,0,1,0,0,1,0
2,1000,27,0,1,0,0,0,1,0,0,1
2,1000,20,0,1,0,0,0,1,0,0,1
2,1000,24,0,0,0,1,0,1,0,0,1
2,1000,26,0,1,0,0,0,1,0,1,0
2,1000,30,0,1,0,0,0,1,0,0,1
2,1000,29,0,1,0,0,0,1,0,1,0
2,1000,22,1,0,0,0,0,1,0,0,1
2,1000,24,1,0,0,0,0,1,0,1,0
2,1000,25,0,0,0,1,0,1,0,0,1
2,1000,28,0,1,0,0,0,1,0,0,1
2,1000,37,0,0,0,1,0,1,0,0,1
2,800,32,0,0,0,1,0,1,0,1,0
2,1000,34,0,0,0,1,0,1,0,1,0
2,1000,28,1,0,0,0,0,1,0,0,1
2,800,35,1,0,0,0,0,1,0,1,0
2,1000,27,0,0,0,1,0,1,0,0,1
2,1000,24,0,1,0,0,1,0,0,0,1
2,1000,44,1,0,0,0,0,1,0,0,1
2,1000,31,0,0,0,1,0,1,0,1,0
2,800,27,0,0,0,1,0,1,0,1,0
2,1000,21,0,1,0,0,0,1,0,0,1
2,1000,30,0,1,0,0,1,0,0,0,1
2,1000,38,0,0,0,1,1,0,0,0,1
2,1000,34,0,1,0,0,0,1,0,0,1
2,1000,31,0,0,0,1,0,1,0,0,1
2,1000,23,0,1,0,0,0,1,0,0,1
2,1000,27,0,0,0,1,1,0,0,1,0
2,1000,39,0,1,0,0,0,1,0,1,0
2,1000,30,0,1,0,0,1,0,0,0,1
2,1000,25,0,0,0,1,0,1,0,0,1
2,1000,50,0,0,1,0,0,1,0,1,0
2,1000,23,0,1,0,0,0,1,0,0,1
2,800,38,1,0,0,0,0,1,0,1,0
2,1000,27,0,1,0,0,0,1,0,0,1
2,1000,31,0,1,0,0,0,1,0,0,1
2,800,40,0,0,0,1,0,1,0,1,0
2,1000,32,0,1,0,0,0,1,0,0,1
2,800,29,0,0,0,1,0,1,0,1,0
2,1000,26,0,1,0,0,0,1,0,0,1
2,1000,25,0,0,0,1,0,1,0,1,0
2,1000,35,0,1,0,0,0,1,0,0,1
2,1000,41,0,1,0,0,0,1,0,0,1
2,1000,37,0,1,0,0,0,1,0,0,1
2,1000,34,0,0,0,1,0,1,0,1,0
2,1000,45,0,1,0,0,0,1,0,0,1
2,1000,26,1,0,0,0,0,1,0,0,1
2,1000,32,0,0,0,1,0,1,0,0,1
2,1000,28,0,1,0,0,0,1,0,0,1
2,1000,34,0,0,0,1,0,1,0,0,1
2,800,29,0,1,0,0,0,1,0,1,0
2,1000,26,0,1,0,0,0,1,0,0,1
2,1000,26,0,0,0,1,0,1,0,1,0
2,800,22,0,0,0,1,0,1,0,1,0
2,1000,27,0,1,0,0,1,0,0,0,1
2,800,33,0,1,0,0,0,1,0,0,1
2,800,28,1,0,0,0,0,1,0,1,0
2,1000,24,0,0,0,1,0,1,0,0,1
2,1000,37,0,1,0,0,0,1,0,0,1
2,800,36,0,1,0,0,0,1,0,1,0
2,1000,18,0,0,0,1,0,1,0,0,1
2,800,25,0,1,0,0,0,1,0,1,0
2,1000,40,0,1,0,0,0,1,0,1,0
2,1000,29,0,0,0,1,0,1,0,0,1
2,800,26,0,1,0,0,1,0,0,1,0
2,1000,30,0,0,0,1,0,1,0,1,0
2,1000,33,0,0,0,1,0,1,0,0,1
2,1000,30,0,0,0,1,0,1,0,0,1
2,1000,32,0,0,0,1,0,1,0,0,1
2,1000,25,0,1,0,0,0,1,0,0,1
2,800,35,0,1,0,0,0,1,0,1,0
2,1000,30,1,0,0,0,0,1,0,1,0
2,1000,26,0,1,0,0,0,1,0,0,1
2,1000,29,0,1,0,0,0,1,0,0,1
2,1000,26,0,1,0,0,0,1,0,0,1
2,800,46,0,1,0,0,0,1,0,1,0
2,1000,36,0,1,0,0,0,1,0,0,1
2,1000,38,1,0,0,0,0,1,0,1,0
2,1000,32,0,1,0,0,0,1,0,1,0
2,1000,30,0,0,0,1,0,1,0,1,0
2,800,35,0,1,0,0,0,1,0,1,0
2,1000,29,0,0,0,1,1,0,0,0,1
2,1000,26,0,0,0,1,0,1,0,0,1
2,800,32,0,1,0,0,0,1,0,1,0
2,1000,25,0,1,0,0,0,1,0,0,1
2,1000,33,0,1,0,0,0,1,0,0,1
2,800,39,0,0,0,1,0,1,0,1,0
2,1000,28,0,0,0,1,0,1,0,0,1
2,1000,26,0,0,0,1,0,1,0,0,1
1,1000,26,0,0,0,1,0,1,0,0,1
1,1000,28,0,0,0,1,0,1,0,1,0
1,1000,39,0,0,0,1,0,1,0,0,1
1,1000,29,1,0,0,0,0,1,0,1,0
1,800,33,0,1,0,0,0,1,0,1,0
1,1000,27,0,0,0,1,0,1,0,0,1
1,800,34,0,0,0,1,0,1,0,1,0
1,1000,26,0,1,0,0,0,1,0,0,1
1,1000,28,0,1,0,0,0,1,0,0,1
1,1000,32,1,0,0,0,0,1,0,1,0
1,800,27,0,0,0,1,1,0,0,1,0
1,1000,21,0,0,0,1,0,1,0,0,1
1,800,39,0,0,0,1,0,1,0,1,0
1,1000,38,0,0,0,1,0,1,0,1,0
1,1000,36,0,1,0,0,1,0,0,0,1
1,800,33,0,0,0,1,0,1,0,1,0
1,1000,21,0,0,0,1,1,0,0,0,1
1,800,25,0,1,0,0,0,1,0,1,0
1,800,29,0,0,0,1,0,1,0,1,0
1,1000,33,0,1,0,0,0,1,0,0,1
1,1000,47,0,1,0,0,1,0,0,1,0
1,1000,33,0,0,0,1,0,1,0,0,1
1,800,23,0,1,0,0,0,1,0,1,0
1,1000,24,0,0,0,1,0,1,0,1,0
1,1000,27,0,1,0,0,0,1,0,0,1
1,1000,32,1,0,0,0,0,1,0,0,1
1,1000,33,0,0,0,1,0,1,0,0,1
1,1000,27,0,0,0,1,1,0,0,0,1
1,1000,35,0,1,0,0,0,1,0,0,1
1,500,37,1,0,0,0,0,1,0,1,0
1,800,28,1,0,0,0,0,1,0,1,0
1,1000,33,0,0,0,1,0,1,0,1,0
1,800,34,1,0,0,0,1,0,1,0,0
1,1000,29,0,0,0,1,0,1,0,0,1
1,1000,34,1,0,0,0,0,1,0,0,1
1,1000,29,1,0,0,0,0,1,0,0,1
1,1000,24,0,1,0,0,0,1,0,0,1
1,1000,34,0,1,0,0,0,1,0,0,1
1,1000,25,0,0,0,1,1,0,0,0,1
1,1000,24,0,0,0,1,0,1,0,0,1
1,1000,30,0,0,0,1,0,1,0,0,1
1,1000,28,0,0,0,1,0,1,0,1,0
1,1000,24,0,1,0,0,0,1,0,0,1
1,1000,26,0,0,0,1,1,0,0,0,1
1,1000,24,0,1,0,0,0,1,0,0,1
1,1000,29,0,0,0,1,0,1,0,1,0
1,1000,31,0,0,0,1,0,1,0,0,1
1,1000,26,0,0,0,1,0,1,0,0,1
1,1000,25,0,1,0,0,0,1,0,0,1
1,1000,29,0,0,0,1,0,1,0,0,1
1,1000,38,0,0,0,1,0,1,0,0,1
1,800,41,0,0,0,1,0,1,0,1,0
1,1000,26,0,1,0,0,0,1,0,1,0
1,1000,26,0,1,0,0,0,1,0,0,1
1,1000,35,0,1,0,0,0,1,0,0,1
1,1000,37,0,0,0,1,0,1,0,1,0
1,1000,25,0,0,0,1,0,1,0,0,1
1,1000,24,0,0,0,1,0,1,0,0,1
1,1000,34,0,0,0,1,0,1,0,0,1
1,800,33,0,0,0,1,0,1,0,1,0
1,800,38,1,0,0,0,0,1,0,1,0
1,1000,38,0,1,0,0,0,1,0,0,1
1,1000,26,0,0,0,1,0,1,0,0,1
1,1000,37,1,0,0,0,0,1,0,1,0
1,1000,42,0,1,0,0,1,0,0,0,1
1,1000,49,0,1,0,0,1,0,0,0,1
1,1000,26,0,1,0,0,0,1,0,0,1
1,1000,41,0,1,0,0,0,1,0,1,0
1,1000,38,0,1,0,0,0,1,0,0,1
1,1000,26,0,1,0,0,0,1,0,0,1
1,1000,32,0,1,0,0,0,1,0,1,0
1,1000,27,1,0,0,0,0,1,0,0,1
1,800,33,0,0,0,1,0,1,0,1,0
1,1000,30,0,1,0,0,0,1,0,0,1
1,800,26,0,1,0,0,1,0,0,1,0
1,1000,35,0,0,0,1,1,0,0,0,1
1,800,46,0,0,0,1,1,0,0,1,0
1,1000,27,0,0,0,1,0,1,0,0,1
1,1000,22,0,1,0,0,0,1,0,1,0
1,1000,27,1,0,0,0,0,1,0,0,1
1,1000,30,1,0,0,0,0,1,0,1,0
1,1000,27,0,1,0,0,0,1,0,1,0
1,800,47,0,0,0,1,0,1,0,1,0
1,1000,30,0,0,0,1,0,1,0,0,1
1,1000,26,0,0,0,1,0,1,0,0,1
1,1000,38,0,1,0,0,0,1,0,0,1
1,800,46,0,1,0,0,0,1,0,1,0
1,1000,35,1,0,0,0,0,1,0,0,1
1,1000,45,0,0,0,1,0,1,0,1,0
1,1000,36,0,0,0,1,0,1,0,0,1
1,1000,38,0,1,0,0,0,1,0,0,1
1,1000,27,0,0,0,1,0,1,0,0,1
1,1000,27,1,0,0,0,0,1,0,0,1
1,1000,29,0,0,0,1,0,1,0,1,0
1,1000,30,0,1,0,0,0,1,0,0,1
1,1000,28,0,1,0,0,0,1,0,0,1
1,1000,26,0,1,0,0,0,1,0,1,0
1,800,30,0,0,0,1,0,1,0,1,0
1,1000,38,0,0,0,1,1,0,0,0,1
1,1000,28,0,1,0,0,0,1,0,0,1
